,label,RMSE,MAE,MAPE,MASE
1,C3020 AS27000_Holt-Winters 3,10.19,6.96,26.09,0.3
0,C3020 AS27132_SARIMA,6.47,5.56,inf,0.17
1,C3020 AS27132_Holt-Winters 3,2.19,1.77,inf,0.05
2,C3020 AS27132_FB Prophet,49.89,41.5,inf,1.27
0,C3020 AS27133_SARIMA,30.98,25.34,37.46,0.85
0,C3020 AS27134_SARIMA,5.43,4.03,inf,0.44
1,C3020 AS27134_Holt-Winters 3,1.34,1.0,inf,0.11
2,C3020 AS27134_FB Prophet,12.36,7.47,inf,0.82
1,C3020 AS27137_Holt-Winters 3,12.35,10.72,65.79,1.07
1,C3020 AS27138_Holt-Winters 3,3.01,2.54,80.0,0.42
0,C3020 AS27139_SARIMA,0.46,0.42,inf,0.13
1,C3020 AS27139_Holt-Winters 3,0.07,0.06,inf,0.02
2,C3020 AS27139_FB Prophet,5.62,5.07,inf,1.53
0,C3022 AS27000_SARIMA,2.2,1.78,inf,0.31
1,C3022 AS27000_Holt-Winters 3,3.03,2.71,inf,0.48
2,C3022 AS27000_FB Prophet,14.94,9.53,inf,1.68
0,C3022 AS27132_SARIMA,0.32,0.2,inf,0.27
1,C3022 AS27132_Holt-Winters 3,0.31,0.13,inf,0.17
2,C3022 AS27132_FB Prophet,1.19,1.08,inf,1.45
0,C3022 AS27133_SARIMA,14.92,11.01,inf,1.79
1,C3022 AS27133_Holt-Winters 3,21.55,17.58,inf,2.86
2,C3022 AS27133_FB Prophet,25.92,21.96,inf,3.57
1,C3022 AS27134_Holt-Winters 3,0.0,0.0,inf,0.0
2,C3022 AS27134_FB Prophet,2.18,1.77,inf,1.49
0,C3022 AS27137_SARIMA,2.07,1.67,inf,1.48
2,C3022 AS27137_FB Prophet,3.98,2.75,inf,2.45
1,C3022 AS27138_Holt-Winters 3,6.51,5.05,43.26,0.78
0,C3023 AS27000_SARIMA,6.06,4.47,inf,0.18
1,C3023 AS27000_Holt-Winters 3,8.93,6.53,inf,0.27
2,C3023 AS27000_FB Prophet,48.13,41.33,inf,1.7
0,C3023 AS27132_SARIMA,23.72,20.14,inf,0.89
1,C3023 AS27132_Holt-Winters 3,0.19,0.19,inf,0.01
2,C3023 AS27132_FB Prophet,128.56,75.82,inf,3.34
0,C3023 AS27133_SARIMA,9.85,5.59,inf,0.58
1,C3023 AS27133_Holt-Winters 3,70.39,35.8,inf,3.68
2,C3023 AS27133_FB Prophet,32.9,24.67,inf,2.54
0,C3023 AS27134_SARIMA,38.22,23.86,inf,15.58
1,C3023 AS27134_Holt-Winters 3,38.55,20.26,inf,13.23
2,C3023 AS27134_FB Prophet,37.99,21.88,inf,14.29
0,C3023 AS27137_SARIMA,4.42,3.74,inf,0.52
1,C3023 AS27137_Holt-Winters 3,2.34,1.94,inf,0.27
2,C3023 AS27137_FB Prophet,20.53,14.02,inf,1.97
0,C3023 AS27138_SARIMA,10.05,8.63,inf,1.37
1,C3023 AS27138_Holt-Winters 3,3.94,3.05,inf,0.48
2,C3023 AS27138_FB Prophet,22.47,18.76,inf,2.97
0,C3023 AS27139_SARIMA,0.0,0.0,inf,0.0
1,C3023 AS27139_Holt-Winters 3,0.01,0.01,inf,0.0
2,C3023 AS27139_FB Prophet,12.37,8.9,inf,3.47
0,C3023 AS42018_SARIMA,1.73,1.6,inf,0.99
1,C3023 AS42018_Holt-Winters 3,0.13,0.13,inf,0.08
2,C3023 AS42018_FB Prophet,2.34,1.99,inf,1.23
0,C3023 AS46000_SARIMA,153.94,120.67,inf,1.28
1,C3023 AS46000_Holt-Winters 3,0.11,0.1,inf,0.0
2,C3023 AS46000_FB Prophet,359.22,240.46,inf,2.54
0,C4001 AS27000_SARIMA,10.14,7.05,inf,0.81
1,C4001 AS27000_Holt-Winters 3,6.44,5.78,inf,0.67
2,C4001 AS27000_FB Prophet,15.25,13.51,inf,1.56
0,C4001 AS27132_SARIMA,1.68,1.26,inf,0.96
1,C4001 AS27132_Holt-Winters 3,1.12,0.77,inf,0.59
2,C4001 AS27132_FB Prophet,1.9,1.36,inf,1.03
0,C4001 AS27133_SARIMA,21.13,17.44,inf,2.74
1,C4001 AS27133_Holt-Winters 3,18.9,13.91,inf,2.18
2,C4001 AS27133_FB Prophet,28.71,24.1,inf,3.78
0,C4001 AS27134_SARIMA,47.6,27.09,inf,2.69
1,C4001 AS27134_Holt-Winters 3,45.11,24.37,inf,2.42
2,C4001 AS27134_FB Prophet,58.37,37.85,inf,3.76
1,C4001 AS27137_Holt-Winters 3,0.4,0.35,inf,1.42
2,C4001 AS27137_FB Prophet,0.9,0.69,inf,2.75
0,C4001 AS27138_SARIMA,2.94,2.26,inf,1.64
1,C4001 AS27138_Holt-Winters 3,4.54,3.37,inf,2.45
2,C4001 AS27138_FB Prophet,6.03,4.21,inf,3.06
1,C4001 AS46000_Holt-Winters 3,0.0,0.0,inf,0.0
2,C4001 AS46000_FB Prophet,2.05,1.59,inf,2.83
1,C4002 AS27000_Holt-Winters 3,4.86,4.27,113.83,0.32
0,C4002 AS27132_SARIMA,2.55,1.78,inf,0.37
1,C4002 AS27132_Holt-Winters 3,1.24,0.76,inf,0.16
2,C4002 AS27132_FB Prophet,4.4,3.46,inf,0.71
0,C4002 AS27133_SARIMA,3.83,2.93,66.12,0.62
0,C4002 AS27134_SARIMA,2.77,2.45,inf,1.35
1,C4002 AS27134_Holt-Winters 3,2.17,1.72,inf,0.95
2,C4002 AS27134_FB Prophet,3.41,2.65,inf,1.46
0,C4002 AS27137_SARIMA,0.99,0.81,inf,0.7
1,C4002 AS27137_Holt-Winters 3,1.16,0.92,inf,0.8
2,C4002 AS27137_FB Prophet,2.16,1.74,inf,1.51
0,C4002 AS27138_SARIMA,1.3,0.95,inf,1.45
1,C4002 AS27138_Holt-Winters 3,1.45,1.06,inf,1.61
2,C4002 AS27138_FB Prophet,3.22,2.58,inf,3.93
0,C4002 AS42018_SARIMA,1.79,1.42,inf,0.86
1,C4002 AS42018_Holt-Winters 3,0.77,0.73,inf,0.44
2,C4002 AS42018_FB Prophet,3.15,2.7,inf,1.63
0,C4003 AS27133_SARIMA,13.08,10.41,inf,3.33
2,C4003 AS27133_FB Prophet,29.52,25.5,inf,8.16
1,C4003 AS27137_Holt-Winters 3,0.13,0.13,inf,0.1
2,C4003 AS27137_FB Prophet,6.03,4.21,inf,3.37
0,C4003 AS27138_SARIMA,1.67,0.65,inf,inf
0,C4014 AS27000_SARIMA,18.01,13.45,20.19,0.57
0,C4014 AS27132_SARIMA,2.38,2.24,inf,1.49
1,C4014 AS27132_Holt-Winters 3,1.89,1.61,inf,1.08
2,C4014 AS27132_FB Prophet,2.92,2.53,inf,1.69
0,C4014 AS27137_SARIMA,6.05,5.22,inf,2.53
1,C4014 AS27137_Holt-Winters 3,7.38,6.35,inf,3.08
2,C4014 AS27137_FB Prophet,7.39,5.81,inf,2.82
0,C4015 AS27000_SARIMA,10.21,8.64,inf,1.03
1,C4015 AS27000_Holt-Winters 3,12.5,11.03,inf,1.32
2,C4015 AS27000_FB Prophet,17.82,15.05,inf,1.8
0,C4015 AS27132_SARIMA,0.78,0.52,inf,0.33
2,C4015 AS27132_FB Prophet,7.36,4.64,inf,2.97
0,C4015 AS27133_SARIMA,35.83,31.13,inf,1.63
1,C4015 AS27133_Holt-Winters 3,29.1,23.96,inf,1.25
2,C4015 AS27133_FB Prophet,85.7,78.08,inf,4.08
0,C4015 AS27134_SARIMA,136.89,93.93,inf,3.91
1,C4015 AS27134_Holt-Winters 3,135.53,62.04,inf,2.58
2,C4015 AS27134_FB Prophet,162.28,87.81,inf,3.65
0,C4015 AS27137_SARIMA,7.97,7.09,inf,2.84
1,C4015 AS27137_Holt-Winters 3,9.15,7.75,inf,3.1
2,C4015 AS27137_FB Prophet,8.18,6.68,inf,2.67
0,C4015 AS27138_SARIMA,5.92,4.63,inf,3.22
1,C4015 AS27138_Holt-Winters 3,39.46,18.02,inf,12.53
2,C4015 AS27138_FB Prophet,8.44,7.26,inf,5.05
1,C4016 AS27000_Holt-Winters 3,29.78,21.94,77.66,0.56
0,C4016 AS27132_SARIMA,0.43,0.21,inf,0.56
1,C4016 AS27132_Holt-Winters 3,0.03,0.02,inf,0.07
2,C4016 AS27132_FB Prophet,0.48,0.32,inf,0.85
0,C4016 AS27133_SARIMA,24.67,22.01,inf,1.81
1,C4016 AS27133_Holt-Winters 3,29.49,24.94,inf,2.06
2,C4016 AS27133_FB Prophet,44.66,39.01,inf,3.22
0,C4016 AS27134_SARIMA,17.57,15.15,inf,1.52
1,C4016 AS27134_Holt-Winters 3,21.15,11.17,inf,1.12
2,C4016 AS27134_FB Prophet,31.8,24.83,inf,2.48
0,C4016 AS27137_SARIMA,0.02,0.01,inf,0.06
2,C4016 AS27137_FB Prophet,0.45,0.29,inf,1.54
0,C4016 AS27138_SARIMA,6.33,5.71,inf,1.44
1,C4016 AS27138_Holt-Winters 3,5.1,4.06,inf,1.02
2,C4016 AS27138_FB Prophet,10.6,9.29,inf,2.34
0,C4017 AS27000_SARIMA,5.73,4.95,inf,0.82
1,C4017 AS27000_Holt-Winters 3,5.78,4.16,inf,0.69
2,C4017 AS27000_FB Prophet,12.82,9.83,inf,1.62
0,C4017 AS27132_SARIMA,4.2,3.52,inf,0.75
1,C4017 AS27132_Holt-Winters 3,2.33,0.89,inf,0.19
2,C4017 AS27132_FB Prophet,10.87,8.95,inf,1.91
0,C4017 AS27133_SARIMA,23.92,10.45,inf,7.43
1,C4017 AS27133_Holt-Winters 3,24.69,8.84,inf,6.29
2,C4017 AS27133_FB Prophet,26.04,10.36,inf,7.36
0,C4017 AS27134_SARIMA,0.21,0.14,inf,0.5
1,C4017 AS27134_Holt-Winters 3,0.07,0.06,inf,0.22
2,C4017 AS27134_FB Prophet,0.77,0.56,inf,2.0
0,C4017 AS27137_SARIMA,0.46,0.39,inf,4.19
1,C4017 AS27137_Holt-Winters 3,0.55,0.34,inf,3.65
2,C4017 AS27137_FB Prophet,0.69,0.49,inf,5.27
0,C4017 AS27139_SARIMA,0.1,0.07,inf,0.01
1,C4017 AS27139_Holt-Winters 3,0.02,0.02,inf,0.0
2,C4017 AS27139_FB Prophet,33.26,27.81,inf,4.84
0,C4017 AS17005_SARIMA,1.0,0.36,inf,inf
1,C4017 AS17005_Holt-Winters 3,1.39,0.68,inf,inf
0,C4017 AS46000_SARIMA,0.48,0.41,inf,1.19
1,C4017 AS46000_Holt-Winters 3,0.47,0.24,inf,0.7
2,C4017 AS46000_FB Prophet,0.81,0.66,inf,1.91
0,C4018 AS27000_SARIMA,9.45,7.71,inf,0.54
1,C4018 AS27000_Holt-Winters 3,25.41,21.65,inf,1.53
2,C4018 AS27000_FB Prophet,24.86,21.0,inf,1.48
0,C4018 AS27132_SARIMA,9.22,8.04,inf,1.95
1,C4018 AS27132_Holt-Winters 3,7.1,5.37,inf,1.3
2,C4018 AS27132_FB Prophet,10.62,9.2,inf,2.23
0,C4018 AS27133_SARIMA,20.13,17.33,44.81,1.15
0,C4018 AS27134_SARIMA,18.99,15.89,inf,0.48
1,C4018 AS27134_Holt-Winters 3,7.0,6.01,inf,0.18
2,C4018 AS27134_FB Prophet,56.87,34.26,inf,1.04
0,C4018 AS27138_SARIMA,3.48,3.17,inf,1.52
1,C4018 AS27138_Holt-Winters 3,1.88,1.46,inf,0.7
2,C4018 AS27138_FB Prophet,5.4,4.51,inf,2.15
0,C4018 AS27139_SARIMA,0.0,0.0,inf,0.0
2,C4018 AS27139_FB Prophet,0.85,0.7,inf,2.23
0,C4019 AS27000_SARIMA,44.26,37.58,inf,0.73
1,C4019 AS27000_Holt-Winters 3,89.77,61.7,inf,1.2
2,C4019 AS27000_FB Prophet,38.72,34.52,inf,0.67
0,C4019 AS27132_SARIMA,24.06,18.12,inf,2.1
1,C4019 AS27132_Holt-Winters 3,22.05,10.73,inf,1.24
2,C4019 AS27132_FB Prophet,29.37,22.13,inf,2.57
0,C4019 AS27133_SARIMA,20.23,17.02,inf,1.33
1,C4019 AS27133_Holt-Winters 3,18.75,15.77,inf,1.23
2,C4019 AS27133_FB Prophet,27.52,18.7,inf,1.46
0,C4019 AS27134_SARIMA,24.76,17.13,inf,0.91
1,C4019 AS27134_Holt-Winters 3,42.03,22.24,inf,1.19
2,C4019 AS27134_FB Prophet,43.1,30.27,inf,1.61
0,C4019 AS27137_SARIMA,6.79,5.43,inf,1.42
1,C4019 AS27137_Holt-Winters 3,9.88,7.71,inf,2.02
2,C4019 AS27137_FB Prophet,15.09,12.13,inf,3.18
0,C4019 AS27138_SARIMA,4.96,4.04,inf,1.85
1,C4019 AS27138_Holt-Winters 3,63.9,39.47,inf,18.04
2,C4019 AS27138_FB Prophet,8.73,6.72,inf,3.07
0,C4020 AS27000_SARIMA,3.33,2.59,inf,1.6
1,C4020 AS27000_Holt-Winters 3,3.78,2.4,inf,1.48
2,C4020 AS27000_FB Prophet,7.3,4.83,inf,2.97
0,C4020 AS27133_SARIMA,8.39,7.0,inf,2.99
1,C4020 AS27133_Holt-Winters 3,9.28,4.35,inf,1.86
2,C4020 AS27133_FB Prophet,8.06,6.86,inf,2.93
0,C4020 AS27134_SARIMA,1.43,1.24,inf,3.32
1,C4020 AS27134_Holt-Winters 3,1.33,0.45,inf,1.19
2,C4020 AS27134_FB Prophet,1.63,1.24,inf,3.3
2,C4020 AS27138_FB Prophet,0.79,0.58,inf,9.33
0,C4021 AS27000_SARIMA,9.5,7.07,inf,3.83
1,C4021 AS27000_Holt-Winters 3,7.59,5.35,inf,2.9
2,C4021 AS27000_FB Prophet,12.71,9.97,inf,5.41
0,C4021 AS27132_SARIMA,5.15,3.25,inf,2.6
1,C4021 AS27132_Holt-Winters 3,4.94,1.79,inf,1.43
2,C4021 AS27132_FB Prophet,7.05,4.81,inf,3.85
0,C4021 AS27134_SARIMA,20.84,18.2,inf,2.91
1,C4021 AS27134_Holt-Winters 3,26.03,16.72,inf,2.68
2,C4021 AS27134_FB Prophet,28.54,23.04,inf,3.69
0,C4021 AS27138_SARIMA,0.44,0.24,inf,inf
0,C4021 AS17005_SARIMA,2.27,1.8,inf,1.2
1,C4021 AS17005_Holt-Winters 3,0.14,0.13,inf,0.09
2,C4021 AS17005_FB Prophet,5.83,4.25,inf,2.83
0,C4021 AS46000_SARIMA,8.98,8.1,inf,1.38
1,C4021 AS46000_Holt-Winters 3,0.13,0.13,inf,0.02
2,C4021 AS46000_FB Prophet,38.88,29.53,inf,5.03
0,C4022 AS27000_SARIMA,1.84,1.3,24.08,0.73
0,C4022 AS27132_SARIMA,0.75,0.44,inf,1.07
1,C4022 AS27132_Holt-Winters 3,1.01,0.77,inf,1.9
2,C4022 AS27132_FB Prophet,1.47,1.1,inf,2.72
0,C4022 AS27133_SARIMA,19.56,14.29,88.0,0.65
0,C4022 AS27134_SARIMA,14.86,10.91,inf,0.71
1,C4022 AS27134_Holt-Winters 3,12.55,8.31,inf,0.54
2,C4022 AS27134_FB Prophet,21.79,17.13,inf,1.12
0,C4022 AS27137_SARIMA,1.76,1.46,inf,2.59
1,C4022 AS27137_Holt-Winters 3,1.75,0.93,inf,1.65
2,C4022 AS27137_FB Prophet,2.76,2.1,inf,3.73
0,C4022 AS27138_SARIMA,1.1,0.93,inf,0.9
2,C4022 AS27138_FB Prophet,2.14,1.55,inf,1.5
0,C4022 AS27139_SARIMA,0.0,0.0,inf,0.0
1,C4022 AS27139_Holt-Winters 3,0.0,0.0,inf,0.0
2,C4022 AS27139_FB Prophet,14.95,9.39,inf,4.29
0,C4023 AS27000_SARIMA,10.13,9.27,inf,0.96
1,C4023 AS27000_Holt-Winters 3,7.65,5.86,inf,0.6
2,C4023 AS27000_FB Prophet,12.53,10.02,inf,1.03
2,C4023 AS27133_FB Prophet,26.67,23.44,67.16,1.03
0,C4024 AS27000_SARIMA,5.58,4.69,inf,0.68
1,C4024 AS27000_Holt-Winters 3,3.3,2.63,inf,0.38
2,C4024 AS27000_FB Prophet,10.19,7.57,inf,1.1
0,C4024 AS27132_SARIMA,1.22,1.08,inf,0.61
1,C4024 AS27132_Holt-Winters 3,0.02,0.02,inf,0.01
2,C4024 AS27132_FB Prophet,2.27,1.56,inf,0.89
0,C4024 AS27133_SARIMA,11.75,11.01,inf,1.15
1,C4024 AS27133_Holt-Winters 3,9.61,8.07,inf,0.84
2,C4024 AS27133_FB Prophet,17.24,12.87,inf,1.35
0,C4024 AS27137_SARIMA,2.9,2.1,inf,2.59
2,C4024 AS27137_FB Prophet,3.59,2.69,inf,3.31
2,C4025 AS27000_FB Prophet,18.36,11.26,44.16,0.85
0,C4025 AS27132_SARIMA,1.85,1.78,inf,0.63
1,C4025 AS27132_Holt-Winters 3,0.02,0.01,inf,0.01
2,C4025 AS27132_FB Prophet,3.49,2.83,inf,1.0
1,C4025 AS27133_Holt-Winters 3,18.96,17.68,76.86,1.33
0,C4025 AS27134_SARIMA,4.11,3.35,inf,0.51
1,C4025 AS27134_Holt-Winters 3,0.6,0.46,inf,0.07
2,C4025 AS27134_FB Prophet,8.18,5.86,inf,0.89
0,C4025 AS27137_SARIMA,8.22,6.24,inf,0.69
1,C4025 AS27137_Holt-Winters 3,3.85,3.24,inf,0.36
2,C4025 AS27137_FB Prophet,13.65,11.28,inf,1.25
0,C4025 AS27138_SARIMA,2.23,1.8,inf,1.34
1,C4025 AS27138_Holt-Winters 3,1.88,1.29,inf,0.96
2,C4025 AS27138_FB Prophet,2.72,1.98,inf,1.48
0,C4026 AS27000_SARIMA,66.42,48.69,inf,0.86
1,C4026 AS27000_Holt-Winters 3,18.83,13.46,inf,0.24
2,C4026 AS27000_FB Prophet,94.84,58.13,inf,1.02
0,C4026 AS27132_SARIMA,4.88,3.86,inf,0.61
1,C4026 AS27132_Holt-Winters 3,4.29,1.61,inf,0.26
2,C4026 AS27132_FB Prophet,18.07,14.76,inf,2.34
0,C4026 AS27133_SARIMA,53.83,41.07,inf,1.13
1,C4026 AS27133_Holt-Winters 3,51.05,35.5,inf,0.98
2,C4026 AS27133_FB Prophet,65.05,55.55,inf,1.53
0,C4026 AS27134_SARIMA,24.67,19.88,inf,0.6
1,C4026 AS27134_Holt-Winters 3,35.19,18.68,inf,0.56
2,C4026 AS27134_FB Prophet,34.75,30.81,inf,0.93
0,C4026 AS27137_SARIMA,2.52,2.35,inf,1.75
1,C4026 AS27137_Holt-Winters 3,1.76,1.2,inf,0.89
2,C4026 AS27137_FB Prophet,3.65,3.13,inf,2.33
0,C4026 AS27138_SARIMA,6.52,6.39,inf,0.54
1,C4026 AS27138_Holt-Winters 3,0.02,0.02,inf,0.0
2,C4026 AS27138_FB Prophet,15.44,12.32,inf,1.03
0,C4026 AS27139_SARIMA,0.0,0.0,inf,0.0
1,C4026 AS27139_Holt-Winters 3,0.06,0.05,inf,0.03
2,C4026 AS27139_FB Prophet,3.86,3.31,inf,1.77
2,C4026 AS17005_FB Prophet,0.42,0.31,inf,2.44
1,C4026 AS46000_Holt-Winters 3,0.0,0.0,inf,0.0
2,C4026 AS46000_FB Prophet,3.19,2.53,inf,2.7
2,C4037 AS27000_FB Prophet,22.13,18.53,60.33,1.09
0,C4037 AS27132_SARIMA,12.43,8.89,inf,2.0
1,C4037 AS27132_Holt-Winters 3,11.04,6.48,inf,1.46
2,C4037 AS27132_FB Prophet,13.92,10.17,inf,2.29
0,C4037 AS27133_SARIMA,49.95,41.98,inf,3.17
1,C4037 AS27133_Holt-Winters 3,1192.13,722.88,inf,54.56
2,C4037 AS27133_FB Prophet,60.8,48.88,inf,3.69
0,C4037 AS27134_SARIMA,82.56,75.21,inf,0.92
1,C4037 AS27134_Holt-Winters 3,80.29,53.52,inf,0.65
2,C4037 AS27134_FB Prophet,90.96,77.66,inf,0.95
0,C4037 AS27137_SARIMA,20.23,14.36,inf,6.57
1,C4037 AS27137_Holt-Winters 3,1100.64,561.79,inf,256.82
2,C4037 AS27137_FB Prophet,24.47,18.4,inf,8.41
0,C4037 AS27138_SARIMA,11.22,8.12,inf,1.86
2,C4037 AS27138_FB Prophet,17.02,14.89,inf,3.4
0,C4037 AS46000_SARIMA,6.65,2.56,inf,3.41
1,C4037 AS46000_Holt-Winters 3,6.62,2.33,inf,3.1
2,C4037 AS46000_FB Prophet,7.08,3.19,inf,4.25
0,C4038 AS27000_SARIMA,10.37,8.44,inf,0.94
1,C4038 AS27000_Holt-Winters 3,6.62,4.49,inf,0.5
2,C4038 AS27000_FB Prophet,11.89,9.77,inf,1.09
0,C4038 AS27133_SARIMA,15.62,11.58,40.29,1.18
0,C4038 AS27134_SARIMA,8.19,6.08,inf,0.35
1,C4038 AS27134_Holt-Winters 3,14.89,11.57,inf,0.67
2,C4038 AS27134_FB Prophet,16.67,13.59,inf,0.79
0,C4038 AS27137_SARIMA,4.86,3.61,inf,6.42
1,C4038 AS27137_Holt-Winters 3,5.67,4.09,inf,7.27
2,C4038 AS27137_FB Prophet,5.45,4.25,inf,7.56
0,C4038 AS27138_SARIMA,4.21,3.08,23.32,2.9
0,C4054 AS27133_SARIMA,7.08,6.37,inf,1.32
1,C4054 AS27133_Holt-Winters 3,3.39,2.66,inf,0.55
2,C4054 AS27133_FB Prophet,12.83,9.63,inf,1.99
0,C4054 AS27139_SARIMA,0.0,0.0,inf,0.0
1,C4054 AS27139_Holt-Winters 3,0.01,0.01,inf,0.03
2,C4054 AS27139_FB Prophet,1.43,1.22,inf,4.89
0,C4054 AS17005_SARIMA,39.23,31.66,inf,0.51
1,C4054 AS17005_Holt-Winters 3,0.09,0.09,inf,0.0
2,C4054 AS17005_FB Prophet,1.68,1.56,inf,0.02
0,C4056 AS27000_SARIMA,5.19,4.62,67.63,16.41
0,C4056 AS27133_SARIMA,14.25,10.71,inf,1.62
1,C4056 AS27133_Holt-Winters 3,15.15,11.05,inf,1.67
2,C4056 AS27133_FB Prophet,28.68,21.34,inf,3.22
0,C4056 AS27134_SARIMA,3.56,3.16,inf,0.26
1,C4056 AS27134_Holt-Winters 3,5.14,4.52,inf,0.37
2,C4056 AS27134_FB Prophet,16.37,14.28,inf,1.16
0,C4056 AS27137_SARIMA,1.99,1.58,inf,0.97
1,C4056 AS27137_Holt-Winters 3,6.61,4.86,inf,2.99
2,C4056 AS27137_FB Prophet,6.93,5.18,inf,3.19
0,C4056 AS27138_SARIMA,3.01,1.13,inf,inf
0,C4061 AS27000_SARIMA,6.57,6.02,inf,1.91
1,C4061 AS27000_Holt-Winters 3,3.23,3.01,inf,0.95
2,C4061 AS27000_FB Prophet,7.51,6.69,inf,2.12
0,C4061 AS27132_SARIMA,2.63,2.52,inf,1.03
1,C4061 AS27132_Holt-Winters 3,4.56,2.33,inf,0.95
2,C4061 AS27132_FB Prophet,9.97,6.5,inf,2.67
2,C4061 AS27133_FB Prophet,34.78,27.67,197.46,5.94
0,C4061 AS27134_SARIMA,15.37,11.2,inf,2.04
1,C4061 AS27134_Holt-Winters 3,16.08,6.85,inf,1.25
2,C4061 AS27134_FB Prophet,18.76,12.12,inf,2.2
0,C4061 AS27137_SARIMA,16.47,14.7,inf,3.54
1,C4061 AS27137_Holt-Winters 3,18.8,15.0,inf,3.61
2,C4061 AS27137_FB Prophet,18.1,15.28,inf,3.68
0,C4061 AS27138_SARIMA,19.94,18.27,inf,5.18
1,C4061 AS27138_Holt-Winters 3,25.92,19.9,inf,5.64
2,C4061 AS27138_FB Prophet,24.5,18.77,inf,5.32
0,C5001 AS27000_SARIMA,6.1,4.83,inf,0.42
1,C5001 AS27000_Holt-Winters 3,10.07,4.96,inf,0.43
2,C5001 AS27000_FB Prophet,34.57,25.19,inf,2.17
0,C5001 AS27133_SARIMA,17.34,14.01,inf,0.9
2,C5001 AS27133_FB Prophet,55.56,48.74,inf,3.12
0,C5001 AS27134_SARIMA,31.41,26.27,inf,1.85
1,C5001 AS27134_Holt-Winters 3,23.41,13.62,inf,0.96
2,C5001 AS27134_FB Prophet,33.74,25.4,inf,1.79
0,C5001 AS27137_SARIMA,1.31,1.18,inf,0.63
1,C5001 AS27137_Holt-Winters 3,1.27,0.85,inf,0.45
2,C5001 AS27137_FB Prophet,9.44,6.04,inf,3.22
0,C5001 AS27138_SARIMA,28.14,25.35,inf,4.38
2,C5001 AS27138_FB Prophet,39.98,33.48,inf,5.79
0,C5002 AS27000_SARIMA,2.98,2.36,inf,0.4
1,C5002 AS27000_Holt-Winters 3,3.55,2.91,inf,0.5
2,C5002 AS27000_FB Prophet,6.29,4.3,inf,0.73
0,C5002 AS27132_SARIMA,0.63,0.45,inf,0.38
1,C5002 AS27132_Holt-Winters 3,1.82,1.07,inf,0.9
2,C5002 AS27132_FB Prophet,1.43,1.37,inf,1.15
0,C5002 AS27133_SARIMA,19.61,15.34,inf,0.94
1,C5002 AS27133_Holt-Winters 3,74.64,37.32,inf,2.28
2,C5002 AS27133_FB Prophet,22.67,17.94,inf,1.1
0,C5002 AS27137_SARIMA,41.14,33.41,inf,0.49
1,C5002 AS27137_Holt-Winters 3,31.12,25.08,inf,0.37
2,C5002 AS27137_FB Prophet,32.0,26.69,inf,0.4
2,C5002 AS27138_FB Prophet,32.73,23.15,112.23,3.15
1,C5003 AS27000_Holt-Winters 3,4.84,3.92,39.27,0.91
0,C5003 AS27132_SARIMA,0.53,0.46,inf,0.45
1,C5003 AS27132_Holt-Winters 3,0.02,0.02,inf,0.02
2,C5003 AS27132_FB Prophet,2.01,1.63,inf,1.58
1,C5003 AS27133_Holt-Winters 3,13.76,11.27,62.88,0.64
0,C5003 AS27134_SARIMA,1.29,0.78,inf,0.57
1,C5003 AS27134_Holt-Winters 3,0.01,0.01,inf,0.01
2,C5003 AS27134_FB Prophet,4.68,2.77,inf,2.02
0,C5003 AS27137_SARIMA,11.41,8.53,46.24,0.57
0,C5003 AS27138_SARIMA,10.14,8.46,50.78,0.84
0,C5004 AS21126_SARIMA,3.0,1.05,inf,inf
0,C5004 AS27000_SARIMA,8.13,6.59,inf,1.34
1,C5004 AS27000_Holt-Winters 3,5.41,4.51,inf,0.92
2,C5004 AS27000_FB Prophet,8.04,6.79,inf,1.38
0,C5004 AS27132_SARIMA,61.72,25.42,inf,11.62
1,C5004 AS27132_Holt-Winters 3,61.13,21.48,inf,9.82
2,C5004 AS27132_FB Prophet,61.49,22.77,inf,10.41
0,C5004 AS27133_SARIMA,21.65,16.73,inf,0.59
1,C5004 AS27133_Holt-Winters 3,23.88,19.28,inf,0.68
2,C5004 AS27133_FB Prophet,64.66,55.1,inf,1.96
1,C5004 AS27137_Holt-Winters 3,4.37,3.47,59.9,1.1
0,C5004 AS27138_SARIMA,10.3,7.38,46.3,0.72
0,C5004 AS27139_SARIMA,8.69,5.88,inf,9.89
1,C5004 AS27139_Holt-Winters 3,22.31,9.22,inf,15.53
2,C5004 AS27139_FB Prophet,19.66,8.61,inf,14.51
1,C5006 AS27000_Holt-Winters 3,11.99,9.86,149.52,1.32
0,C5006 AS27132_SARIMA,2.39,1.97,inf,2.63
1,C5006 AS27132_Holt-Winters 3,2.32,1.67,inf,2.23
2,C5006 AS27132_FB Prophet,3.02,2.26,inf,3.01
0,C5006 AS27133_SARIMA,49.01,39.2,90.25,1.87
0,C5006 AS27134_SARIMA,7.81,6.56,inf,0.46
1,C5006 AS27134_Holt-Winters 3,23.31,13.0,inf,0.91
2,C5006 AS27134_FB Prophet,22.07,18.54,inf,1.3
0,C5006 AS27137_SARIMA,4.66,3.89,inf,1.32
1,C5006 AS27137_Holt-Winters 3,6.27,4.69,inf,1.6
2,C5006 AS27137_FB Prophet,7.37,6.46,inf,2.2
0,C5006 AS27138_SARIMA,4.57,3.73,47.07,1.03
0,C5015 AS27133_SARIMA,18.38,16.21,inf,0.9
1,C5015 AS27133_Holt-Winters 3,22.24,19.33,inf,1.08
